Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
50.0,1200.0,30.0,30.0,106.8376068,2,Ti-6Al-4V
300.0,1200.0,100.0,70.0,500.0,2,IN718
370.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
300.0,1200.0,100.0,30.0,40.0,0,Ti-6Al-4V
250.0,500.0,74.0,40.0,0.0592,3,IN718
375.0,180.0,95.0,50.0,76.0,3,SS316L
280.0,600.0,95.0,0.04,0.075,3,Ti-6Al-4V
450.0,145.1612903,248.0,50.0,223.2,0,SS316L
300.0,900.0,95.0,20.0,76.0,3,Ti-6Al-4V
280.0,1500.0,100.0,30.0,80.0,0,Ti-6Al-4V
82.21,700.0,74.0,20.0,40.0,3,Ti-6Al-4V
100.0,100.0,35.0,80.0,240.0,0,SS316L
375.0,160.0,100.0,50.0,80.0,3,SS316L
175.0,800.0,50.0,60.0,26.0,3,Ti-6Al-4V
150.0,600.0,95.0,30.0,76.0,0,Ti-6Al-4V
130.0,2400.0,0.07,0.02,0.049,1,SS316L
125.0,455.0,50.0,60.0,30.0,3,Ti-6Al-4V
300.0,1000.0,100.0,70.0,500.0,2,IN718
150.0,1500.0,0.09,40.0,0.063,1,IN718
82.21,400.0,74.0,0.02058,0.0555,3,Ti-6Al-4V
300.0,150.0,74.0,40.0,52.0,3,IN718
245.0,160.0,100.0,50.0,218.75,0,SS316L
120.0,600.0,39.0,30.0,60.0,0,Ti-6Al-4V
250.0,600.0,95.0,35.0,70.0,3,Ti-6Al-4V
100.0,150.0,55.0,75.0,45.0,3,SS316L
250.0,800.0,100.0,40.0,80.0,0,IN718
352.9557,1400.0,74.0,25.0,59.2,3,IN718
139.438,700.0,74.0,0.02,0.0518,3,Ti-6Al-4V
212.5,160.0,100.0,50.0,200.0,0,SS316L
300.0,1500.0,80.0,40.0,62.5,2,IN718
180.0,190.0,100.0,50.0,300.0,1,SS316L
200.0,100.0,35.0,112.3333333,337.0,0,SS316L
180.0,220.0,100.0,50.0,250.0,1,SS316L
50.0,1000.0,50.0,60.0,5.5,3,Ti-6Al-4V
147.5,250.0,100.0,50.0,180.0,1,SS316L
300.0,1000.0,95.0,20.0,66.5,3,Ti-6Al-4V
180.0,400.0,100.0,50.0,110.0,2,SS316L
400.0,1100.0,95.0,0.03,0.075,3,Ti-6Al-4V
160.0,400.0,140.0,30.0,84.0,3,Ti-6Al-4V
139.438,900.0,74.0,20.0,51.8,3,Ti-6Al-4V
132.8568,400.0,74.0,0.03,0.0592,3,IN718
230.0,1200.0,100.0,70.0,500.0,2,IN718
200.0,1500.0,20.0,20.0,58.0,0,Ti-6Al-4V
300.0,400.0,100.0,70.0,500.0,3,IN718
150.0,2000.0,35.0,22.66666667,68.0,0,SS316L
370.0,700.0,140.0,30.0,98.0,3,Ti-6Al-4V
250.0,204.0816327,98.0,50.0,70.0,3,SS316L
40.0,1200.0,39.0,30.0,31.2,1,Ti-6Al-4V
150.0,200.0,100.0,70.0,500.0,3,IN718
280.0,800.0,100.0,30.0,140.0,0,Ti-6Al-4V
200.0,600.0,100.0,40.0,80.0,0,IN718
350.0,160.0,0.1,50.0,0.09,0,SS316L
482.806,800.0,74.0,0.06,0.06,3,Ti-6Al-4V
