Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
212.5,220.0,100.0,50.0,0.3,1,SS316L
50.0,750.0,30.0,30.0,101.010101,1,Ti-6Al-4V
550.0,448.9795918,98.0,50.0,78.4,3,SS316L
195.0,700.0,100.0,20.0,0.1,0,SS17-4PH
520.0,1100.0,95.0,0.04,0.07,3,Ti-6Al-4V
200.0,1000.0,95.0,0.02,0.0665,3,Ti-6Al-4V
277.5,340.0,100.0,50.0,250.0,1,SS316L
450.0,4000.0,50.0,30.0,40.0,0,SS17-4PH
220.0,1300.0,100.0,20.0,90.0,2,SS17-4PH
150.0,153.0612245,98.0,50.0,140.0,0,SS316L
280.0,1200.0,100.0,30.0,40.0,0,Ti-6Al-4V
200.0,1100.0,95.0,0.02,0.05225,3,Ti-6Al-4V
100.0,400.0,70.0,50.0,80.0,1,SS316L
375.0,370.0,95.0,50.0,76.0,3,SS316L
1800.0,2400.0,240.0,50.0,0.1875,2,SS17-4PH
180.0,190.0,100.0,50.0,90.0,1,SS316L
139.438,900.0,74.0,20.0,51.8,3,Ti-6Al-4V
100.0,200.0,55.0,75.0,41.25,3,SS316L
250.0,2000.0,35.0,27.66666667,83.0,0,SS316L
750.0,7800.0,50.0,30.0,40.0,2,SS17-4PH
160.0,400.0,39.0,30.0,100.0,0,Ti-6Al-4V
150.0,1500.0,80.0,50.0,64.0,1,SS17-4PH
200.0,400.0,55.0,75.0,40.0,3,SS316L
310.0,250.0,100.0,50.0,0.19,0,SS316L
120.0,1900.0,50.0,30.0,40.0,1,SS17-4PH
50.0,20.16129032,248.0,50.0,0.8,1,SS316L
100.0,100.0,35.0,80.0,240.0,0,SS316L
325.0,340.0,180.0,50.0,144.0,0,SS316L
350.0,340.0,95.0,50.0,180.0,0,SS316L
245.0,310.0,100.0,50.0,240.0,1,SS316L
400.0,3000.0,50.0,30.0,40.0,0,SS17-4PH
311.122,800.0,74.0,0.04,0.06,3,Ti-6Al-4V
325.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
350.0,340.0,210.0,50.0,180.0,0,SS316L
550.0,561.2244898,98.0,50.0,78.4,3,SS316L
50.0,1200.0,30.0,30.0,106.8376068,2,Ti-6Al-4V
520.0,700.0,140.0,40.0,110.0,3,Ti-6Al-4V
120.0,400.0,95.0,40.0,75.0,0,Ti-6Al-4V
100.0,800.0,80.0,50.0,24.0,0,SS17-4PH
300.0,2000.0,80.0,50.0,40.0,2,SS17-4PH
277.5,160.0,100.0,50.0,80.0,0,SS316L
350.0,357.1428571,98.0,50.0,68.6,3,SS316L
200.0,100.0,78.0,50.0,54.6,3,SS316L
280.0,1500.0,100.0,30.0,80.0,0,Ti-6Al-4V
175.0,300.0,70.0,50.0,180.0,1,SS316L
250.0,100.8064516,248.0,50.0,720.0,1,SS316L
400.0,4000.0,50.0,0.025,0.04,0,SS17-4PH
220.0,700.0,100.0,20.0,120.0,0,SS17-4PH
150.0,128.342246,187.0,50.0,380.0,1,SS316L
277.5,310.0,100.0,50.0,280.0,1,SS316L
150.0,2000.0,80.0,50.0,68.0,1,SS17-4PH
540.034,800.0,74.0,50.0,51.8,3,Ti-6Al-4V
300.0,900.0,95.0,20.0,76.0,3,Ti-6Al-4V
150.0,244.8979592,98.0,50.0,200.0,1,SS316L
325.0,280.0,100.0,50.0,90.0,0,SS316L
220.0,1400.0,70.0,20.0,49.0,3,SS316L
245.0,250.0,100.0,50.0,300.0,1,SS316L
150.0,1200.0,95.0,20.0,67.0,0,Ti-6Al-4V
245.0,100.0,100.0,50.0,90.0,3,SS316L
170.0,1100.0,100.0,20.0,90.0,2,SS17-4PH
300.0,2400.0,60.0,20.0,42.0,3,SS316L
150.0,1000.0,35.0,30.66666667,92.0,0,SS316L
300.0,500.0,35.0,61.0,183.0,0,SS316L
80.0,600.0,39.0,30.0,34.0,0,Ti-6Al-4V
250.0,356.5062389,187.0,50.0,216.0,1,SS316L
245.0,100.0,100.0,50.0,80.0,3,SS316L
220.0,400.0,90.0,40.0,72.0,3,SS316L
400.0,800.0,50.0,50.0,0.125,2,SS316L
900.0,500.0,240.0,50.0,260.0,0,SS17-4PH
310.0,160.0,100.0,50.0,323.0,0,SS316L
100.0,800.0,37.5,30.0,105.0,0,SS316L
100.0,1200.0,80.0,50.0,15.0,0,SS17-4PH
200.0,1000.0,90.0,30.0,90.0,3,SS316L
600.0,500.0,37.5,30.0,105.0,3,SS316L
150.0,1200.0,95.0,20.0,66.5,0,Ti-6Al-4V
100.0,500.0,80.0,50.0,40.0,0,SS17-4PH
482.806,900.0,74.0,0.05,0.0555,3,Ti-6Al-4V
175.0,400.0,70.0,50.0,150.0,1,SS316L
200.0,1000.0,80.0,50.0,44.0,0,SS17-4PH
277.5,250.0,100.0,50.0,185.0,0,SS316L
99.3784,500.0,59.0,30.0,45.0,3,SS316L
250.0,500.0,35.0,56.66666667,170.0,0,SS316L
220.0,900.0,0.1,0.02,0.08,3,SS316L
196.666,800.0,74.0,28.0,52.0,3,Ti-6Al-4V
147.5,280.0,100.0,50.0,160.0,1,SS316L
277.5,190.0,100.0,50.0,240.0,0,SS316L
750.0,6000.0,50.0,20.0,35.0,3,SS17-4PH
2700.0,1800.0,240.0,50.0,180.0,3,SS17-4PH
380.0,800.0,50.0,40.0,40.0,3,SS17-4PH
250.0,268.8172043,248.0,50.0,300.0,1,SS316L
150.0,1000.0,50.0,60.0,15.0,3,Ti-6Al-4V
200.0,600.0,55.0,75.0,40.0,0,SS316L
180.0,400.0,100.0,50.0,112.5,2,SS316L
1800.0,2200.0,240.0,50.0,204.5,2,SS17-4PH
195.0,1200.0,100.0,20.0,90.0,2,SS17-4PH
368.35,700.0,74.0,50.0,60.0,3,Ti-6Al-4V
100.0,300.0,70.0,50.0,0.1111,1,SS316L
200.0,850.0,90.0,30.0,90.0,3,SS316L
425.578,900.0,74.0,40.0,59.2,3,Ti-6Al-4V
40.0,600.0,39.0,30.0,35.1,1,Ti-6Al-4V
139.438,1200.0,74.0,20.0,38.0,3,Ti-6Al-4V
450.0,1200.0,95.0,0.03,0.076,3,Ti-6Al-4V
130.0,2400.0,0.07,0.02,0.049,1,SS316L
250.0,900.0,95.0,22.0,75.0,3,Ti-6Al-4V
82.21,400.0,74.0,0.02058,0.0555,3,Ti-6Al-4V
200.0,600.0,95.0,30.0,70.0,3,Ti-6Al-4V
80.0,800.0,39.0,30.0,30.0,0,Ti-6Al-4V
350.0,1200.0,95.0,25.0,71.25,3,Ti-6Al-4V
375.0,190.0,100.0,50.0,90.0,0,SS316L
175.0,800.0,50.0,60.0,26.0,3,Ti-6Al-4V
1350.0,1000.0,240.0,50.0,337.5,2,SS17-4PH
370.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
75.0,200.0,70.0,50.0,0.11,1,SS316L
1350.0,1200.0,240.0,50.0,265.0,2,SS17-4PH
99.3784,300.0,59.0,0.04,0.05,3,SS316L
100.0,1000.0,35.0,25.0,75.0,0,SS316L
250.0,100.0,78.0,50.0,54.6,3,SS316L
250.0,2500.0,35.0,25.0,75.0,0,SS316L
150.0,1200.0,80.0,50.0,27.0,0,SS17-4PH
80.0,400.0,39.0,60.0,31.2,0,Ti-6Al-4V
540.034,1100.0,74.0,40.0,60.0,3,Ti-6Al-4V
60.0,0.6,45.0,25.0,100.0,0,SS316L
540.034,800.0,74.0,0.06,0.0666,3,Ti-6Al-4V
1350.0,800.0,240.0,50.0,420.0,2,SS17-4PH
212.5,190.0,100.0,50.0,90.0,0,SS316L
