Power,Velocity,Material,Hatch spacing,Sub-process,beam D,layer thickness,Cp,k,meltpool shape,defect_label,depth of melt pool,width of melt pool,length of melt pool
50,190,SS316L,,SLM,100,50,500,16.3,,,,77.48,
50,220,SS316L,,SLM,100,50,500,16.3,,,,55.26,
50,250,SS316L,,SLM,100,50,500,16.3,,,,49.43,
50,280,SS316L,,SLM,100,50,500,16.3,,,,69.47,
50,310,SS316L,,SLM,100,50,500,16.3,,,,42.36,
50,340,SS316L,,SLM,100,50,500,16.3,,,,42.8,
50,370,SS316L,,SLM,100,50,500,16.3,,,,51.04,
50,400,SS316L,,SLM,100,50,500,16.3,,,,57.87,
82.5,190,SS316L,,SLM,100,50,500,16.3,,,,66.22,
82.5,220,SS316L,,SLM,100,50,500,16.3,,,,119.45,
82.5,250,SS316L,,SLM,100,50,500,16.3,,,,80.26,
82.5,280,SS316L,,SLM,100,50,500,16.3,,,,84.27,
82.5,310,SS316L,,SLM,100,50,500,16.3,,,,61.75,
82.5,340,SS316L,,SLM,100,50,500,16.3,,,,62.17,
82.5,370,SS316L,,SLM,100,50,500,16.3,,,,54.83,
82.5,400,SS316L,,SLM,100,50,500,16.3,,,,57.54,
115,250,SS316L,,SLM,100,50,500,16.3,,,,85.71,
115,280,SS316L,,SLM,100,50,500,16.3,,,,91.73,
115,310,SS316L,,SLM,100,50,500,16.3,,,,92.14,
115,340,SS316L,,SLM,100,50,500,16.3,,,,89.01,
115,370,SS316L,,SLM,100,50,500,16.3,,,,80.64,
115,400,SS316L,,SLM,100,50,500,16.3,,,,87.73,
147.5,310,SS316L,,SLM,100,50,500,16.3,,,,98.68,
147.5,340,SS316L,,SLM,100,50,500,16.3,,,,88.65,
147.5,370,SS316L,,SLM,100,50,500,16.3,,,,63.06,
147.5,400,SS316L,,SLM,100,50,500,16.3,,,,84.64,
150,968.9922481,SS316L,90,SLM,116,40,500,16.3,,,81,124,
150,672.0430108,SS316L,90,SLM,116,40,500,16.3,,,113.8,171.8,
150,527.4261603,SS316L,90,SLM,116,40,500,16.3,,,117.4,192.6,
200,1291.989664,SS316L,90,SLM,116,40,500,16.3,,,107.72,123.88,
200,896.0573477,SS316L,90,SLM,116,40,500,16.3,,,148.6,167.9,
200,703.2348805,SS316L,90,SLM,116,40,500,16.3,,,136.9,178,
250,1614.98708,SS316L,90,SLM,116,40,500,16.3,,,113.5,145.3,
250,1120.071685,SS316L,90,SLM,116,40,500,16.3,,,153.64,145.96,
250,879.0436006,SS316L,90,SLM,116,40,500,16.3,,,198.45,236.15,
100,1.67,SS316L,,SLM,200,50,500,16.3,,,514,,1759
150,1.67,SS316L,,SLM,200,50,500,16.3,,,713,,2215
200,1.67,SS316L,,SLM,200,50,500,16.3,,,719,,2353
200,3.3,SS316L,,SLM,200,50,500,16.3,,,447,,1836
200,5,SS316L,,SLM,200,50,500,16.3,,,514,,1832
200,1.67,SS316L,,SLM,200,50,500,16.3,,,431,,2168
200,1.67,SS316L,,SLM,200,50,500,16.3,,,1187,,3000
25,100,SS316L,,SLM,,50,500,16.3,,,,75,
25,130,SS316L,,SLM,,50,500,16.3,,,,72,
25,160,SS316L,,SLM,,50,500,16.3,,,,70,
25,190,SS316L,,SLM,,50,500,16.3,,,,60,
25,220,SS316L,,SLM,,50,500,16.3,,,,38,
25,250,SS316L,,SLM,,50,500,16.3,,,,42,
25,280,SS316L,,SLM,,50,500,16.3,,,,35,
25,310,SS316L,,SLM,,50,500,16.3,,,,36,
25,340,SS316L,,SLM,,50,500,16.3,,,,30,
25,370,SS316L,,SLM,,50,500,16.3,,,,48,
25,400,SS316L,,SLM,,50,500,16.3,,,,43,
75,100,SS316L,,SLM,,50,500,16.3,,,,162,
75,130,SS316L,,SLM,,50,500,16.3,,,,125,
75,160,SS316L,,SLM,,50,500,16.3,,,,130,
75,190,SS316L,,SLM,,50,500,16.3,,,,110,
75,220,SS316L,,SLM,,50,500,16.3,,,,100,
75,250,SS316L,,SLM,,50,500,16.3,,,,120,
75,280,SS316L,,SLM,,50,500,16.3,,,,85,
75,310,SS316L,,SLM,,50,500,16.3,,,,80,
75,340,SS316L,,SLM,,50,500,16.3,,,,72,
75,370,SS316L,,SLM,,50,500,16.3,,,,76,
75,400,SS316L,,SLM,,50,500,16.3,,,,78,
125,100,SS316L,,SLM,,50,500,16.3,,,,165,
125,130,SS316L,,SLM,,50,500,16.3,,,,176,
125,160,SS316L,,SLM,,50,500,16.3,,,,150,
125,190,SS316L,,SLM,,50,500,16.3,,,,123,
125,220,SS316L,,SLM,,50,500,16.3,,,,136,
125,250,SS316L,,SLM,,50,500,16.3,,,,112,
125,280,SS316L,,SLM,,50,500,16.3,,,,120,
125,310,SS316L,,SLM,,50,500,16.3,,,,110,
125,340,SS316L,,SLM,,50,500,16.3,,,,120,
125,370,SS316L,,SLM,,50,500,16.3,,,,86,
125,400,SS316L,,SLM,,50,500,16.3,,,,95,
150,100,SS316L,,SLM,,50,500,16.3,,,,206,
150,130,SS316L,,SLM,,50,500,16.3,,,,190,
150,160,SS316L,,SLM,,50,500,16.3,,,,170,
150,190,SS316L,,SLM,,50,500,16.3,,,,160,
150,220,SS316L,,SLM,,50,500,16.3,,,,140,
150,250,SS316L,,SLM,,50,500,16.3,,,,149,
150,280,SS316L,,SLM,,50,500,16.3,,,,136,
150,310,SS316L,,SLM,,50,500,16.3,,,,125,
150,340,SS316L,,SLM,,50,500,16.3,,,,120,
150,370,SS316L,,SLM,,50,500,16.3,,,,118,
150,400,SS316L,,SLM,,50,500,16.3,,,,110,
175,100,SS316L,,SLM,,50,500,16.3,,,,222,
175,130,SS316L,,SLM,,50,500,16.3,,,,220,
175,160,SS316L,,SLM,,50,500,16.3,,,,198,
175,190,SS316L,,SLM,,50,500,16.3,,,,175,
175,220,SS316L,,SLM,,50,500,16.3,,,,170,
175,250,SS316L,,SLM,,50,500,16.3,,,,164,
175,280,SS316L,,SLM,,50,500,16.3,,,,150,
175,310,SS316L,,SLM,,50,500,16.3,,,,132,
175,340,SS316L,,SLM,,50,500,16.3,,,,130,
175,370,SS316L,,SLM,,50,500,16.3,,,,128,
175,400,SS316L,,SLM,,50,500,16.3,,,,125,
225,100,SS316L,,SLM,,50,500,16.3,,,,265,
225,130,SS316L,,SLM,,50,500,16.3,,,,225,
225,160,SS316L,,SLM,,50,500,16.3,,,,222,
225,190,SS316L,,SLM,,50,500,16.3,,,,220,
225,220,SS316L,,SLM,,50,500,16.3,,,,180,
225,250,SS316L,,SLM,,50,500,16.3,,,,170,
225,280,SS316L,,SLM,,50,500,16.3,,,,166,
225,310,SS316L,,SLM,,50,500,16.3,,,,178,
225,340,SS316L,,SLM,,50,500,16.3,,,,154,
225,370,SS316L,,SLM,,50,500,16.3,,,,140,
225,400,SS316L,,SLM,,50,500,16.3,,,,130,
250,100,SS316L,,SLM,,50,500,16.3,,,,295,
250,130,SS316L,,SLM,,50,500,16.3,,,,278,
250,160,SS316L,,SLM,,50,500,16.3,,,,250,
250,190,SS316L,,SLM,,50,500,16.3,,,,223,
250,220,SS316L,,SLM,,50,500,16.3,,,,210,
250,250,SS316L,,SLM,,50,500,16.3,,,,196,
250,280,SS316L,,SLM,,50,500,16.3,,,,187,
250,310,SS316L,,SLM,,50,500,16.3,,,,180,
250,340,SS316L,,SLM,,50,500,16.3,,,,170,
250,370,SS316L,,SLM,,50,500,16.3,,,,160,
250,400,SS316L,,SLM,,50,500,16.3,,,,137,
275,100,SS316L,,SLM,,50,500,16.3,,,,295,
275,130,SS316L,,SLM,,50,500,16.3,,,,275,
275,160,SS316L,,SLM,,50,500,16.3,,,,250,
275,190,SS316L,,SLM,,50,500,16.3,,,,222,
275,220,SS316L,,SLM,,50,500,16.3,,,,210,
275,250,SS316L,,SLM,,50,500,16.3,,,,195,
275,280,SS316L,,SLM,,50,500,16.3,,,,187,
275,310,SS316L,,SLM,,50,500,16.3,,,,180,
275,340,SS316L,,SLM,,50,500,16.3,,,,170,
275,370,SS316L,,SLM,,50,500,16.3,,,,160,
275,400,SS316L,,SLM,,50,500,16.3,,,,138,
325,220,SS316L,,SLM,,50,500,16.3,,,,210,
325,400,SS316L,,SLM,,50,500,16.3,,,,162,
350,100,SS316L,,SLM,,50,500,16.3,,,,310,
350,130,SS316L,,SLM,,50,500,16.3,,,,300,
350,370,SS316L,,SLM,,50,500,16.3,,,,178,
350,400,SS316L,,SLM,,50,500,16.3,,,,168,
375,100,SS316L,,SLM,,50,500,16.3,,,,300,
375,130,SS316L,,SLM,,50,500,16.3,,,,287,
375,160,SS316L,,SLM,,50,500,16.3,,,,286,
